Date,equity
2009-09-16,903133.8277329226
2009-09-17,901218.6977167894
2009-09-18,905213.1844733629
2009-09-19,905213.1844733629
2009-09-20,905213.1844733629
2009-09-21,908194.1537744765
2009-09-22,907683.2676589653
2009-09-23,901255.806223051
2009-09-24,898472.9284277544
2009-09-25,898788.1513764563
2009-09-26,898788.1513764563
2009-09-27,898788.1513764563
2009-09-28,904561.3102935614
2009-09-29,907335.0977493942
2009-09-30,902588.5081342738
2009-10-01,879540.1124717303
2009-10-02,872062.9392837218
2009-10-03,872062.9392837218
2009-10-04,872062.9392837218
2009-10-05,884958.492862153
2009-10-06,897643.5315841035
2009-10-07,896140.9615581833
2009-10-08,908095.5595074096
2009-10-09,910816.3562140203
2009-10-10,910816.3562140203
2009-10-11,910816.3562140203
2009-10-12,911918.1563907355
2009-10-13,913847.7625062175
2009-10-14,930108.895502171
2009-10-15,929511.2450359258
2009-10-16,923898.6413425157
2009-10-17,923898.6413425157
2009-10-18,923898.6413425157
2009-10-19,934031.4204945249
2009-10-20,927696.4786479139
2009-10-21,921643.8404015958
2009-10-22,929312.3524138315
2009-10-23,921767.3264193725
2009-10-24,921767.3264193725
2009-10-25,921767.3264193725
2009-10-26,915483.4145594253
2009-10-27,904532.3463183274
2009-10-28,885341.6988762419
2009-10-29,905987.8235020445
2009-10-30,879837.5449123948
2009-10-31,878957.7073674825
2009-11-01,878957.7073674825
2009-11-02,882437.0254447594
2009-11-03,878626.8752406669
2009-11-04,883273.8087849318
2009-11-05,892757.481821155
2009-11-06,893491.0636422441
2009-11-07,893491.0636422441
2009-11-08,893491.0636422441
2009-11-09,908855.7396333659
2009-11-10,910846.0504475477
2009-11-11,911136.863484433
2009-11-12,902077.4105361264
2009-11-13,909166.2924400598
2009-11-14,909166.2924400598
2009-11-15,909166.2924400598
2009-11-16,918066.1663573715
2009-11-17,917820.06357738
2009-11-18,915465.4980801103
2009-11-19,907670.4385579306
2009-11-20,910372.2810896495
2009-11-21,910372.2810896495
